Energi (kal),Protein (g),Lemak (g),Gula (g),Serat (g),Natrium (mg),Grade
107,0,0,14.29,0,0.05,C
111,0,0,11.11,0,0.05,C
262,9.52,1.19,57.14,2.4,0.05,C
515,6.06,0,48.48,0,25,D
165,1.5,6.75,15,0,30.4175,D
17.85714286,0,0,3.571428571,0,27.9175,B
17.85714286,0,0,3.571428571,0,1.68,B
171,0,0,40,0,12,C
171,0,0,42.86,0,12,D
171,0,0,40,0,0.7,C
28,0.88,0,11.5,5.3,0,A
484,4.84,2.42,48.39,1.6,0,D
205.7142857,0,0,68.57142857,0,0,D
371,68.9,3.2,6.1,0,0,C
371,68.9,3.2,6.1,0,0,C
300,0,6.666666667,60,0,0,E
36.70886076,0,0,9.282700422,0,0,B
36.70886076,36.4978903,0,9.282700422,0,0,A
36.70886076,0,0,9.282700422,0,0.208333333,B
571.4285714,10.71428571,28.57142857,32.14285714,17.85714286,0,D
607,10.71,28.57,35.71,14.3,0.2425,D
200,0,0,52.63,0,0,D
232,0,0,52.63,0,0,D
333,0,0,66.67,33.3,0,C
321,14.29,16.07,3.57,0,0,C
417,12.5,4.17,54.17,4.2,0,C
417,12.5,4.17,54.17,4.2,3.7325,C
35.71428571,3.571428571,0,0,10.71428571,0.125,A
21.42857143,1.785714286,0,3.571428571,3.571428571,0.0525,A
0,0,0,0,0,0.8725,B
34,3.39,0,5.08,0,0.8725,A
321,0,0,85.71,7.1,0.8725,C
800,0,13.33,0,0,0.3225,E
0,0,0,5.88,0,0.04826,B
185.840708,15.92920354,2.212389381,10.61946903,0,2.69494,B
477.8761062,19.46902655,5.309734513,24.77876106,7,0.0825,C
552.9411765,25.88235294,7.058823529,17.64705882,9.411764706,327.74128,C
176.4705882,8.235294118,2.941176471,18.82352941,5.882352941,0,A
535.7142857,7.142857143,32.14285714,57.14285714,3.571428571,0,D
15.4185022,0,0,3.964757709,0,0,B
100,1.54,0,25.38,3.1,0.8,B
454,17.86,3.57,53.57,7.1,0,C
468,14.29,7.14,50,7.1,0.666666667,D
357,10.71,21.43,3.57,0,1.6075,C
321,10.71,16.07,7.14,0,1.6075,C
321,10.71,16.07,10.71,0,2.2225,D
321,10.71,14.29,21.43,0,0.535,D
286,10.71,14.29,10.71,0,0.2725,C
390,20,4,48,10,0,C
390,20,4,48,10,0.9375,C
607.1428571,14.28571429,12.5,25,0,0.9375,D
607.1428571,14.28571429,12.5,25,0,2.285,D
571.43,14.29,14.29,28.57,7.1,2.285,D
607.1428571,14.28571429,12.5,25,7.142857143,2.285,D
52.86343612,4.405286344,0.881057269,6.607929515,0,0.5225,A
203.2520325,3.25203252,6.504065041,23.57723577,0,0.3225,D
67,0,0,13.33,0,0.55,B
200,0,0,20,20,4.1,B
200,0,0,20,20,4.1,B
0,0,0,0,0,0,B
387.3239437,84.50704225,1.76056338,7.042253521,0,0,B
387.3239437,88.02816901,1.76056338,3.521126761,0,0,B
600,23.33,6.67,20,6.7,0,C
567,20,6.67,26.67,6.7,0,C
321.4285714,7.142857143,3.571428571,7.142857143,0,0,C
524,4.76,28.57,47.62,0,0,E
140,12,3,0,0,0,A
185.840708,21.23893805,3.539823009,3.539823009,0.884955752,0,A
387,16.13,12.9,12.9,0,1.6075,D
33.33333333,0,0,6.666666667,3.333333333,0.9525,A
252.0325203,4.06504065,10.56910569,21.13821138,0,0.9375,D
61.31078224,3.171247357,2.114164905,4.862579281,0,0,B
86.6807611,3.171247357,1.902748414,10.78224101,0.845665962,1.383928571,B
785.7142857,0,50,0,0,0.47,E
18,3.57,0,3.57,3.6,0.9325,A
560,12,8,48,8,0.035,D
214,0,1.79,10.71,0,0,C
250,0,3.571428571,14.28571429,0,1.9125,C
800,0,13.33,0,0,1.305309735,E
0,0,0,0,0,353.9823,C
393,3.57,1.79,21.4,7.14,0.911764706,B
200,0,0,46.67,0,0.911764706,D
800,0,13.33,0,0,1,E
351,0,6.76,62.16,0,0,E
33,0,0,6.67,0,0.0875,B
714,7.14,25,35.71,14.3,0.42,D
0,2.5,0,1,0,0.285,A
64,0.71,0,16.43,0.7,1.0275,B
64,0.71,0,16.43,0.7,1.25,B
233.3333333,23.33333333,6.666666667,3.333333333,0,1.27,C
90,6,3,1,0,1.115,B
300,20,11.66666667,3.333333333,0,1.6075,C
266.6666667,20,8.888888889,4.444444444,2.222222222,0.325,C
364.7058824,8.235294118,2.352941176,57.64705882,15.29411765,0.325,C
408,8.45,2.11,63.38,11.3,0,C
68,0,0,4,0,0,B
500,10.71,8.93,46.43,10.7,0.0914,D
300,0,6.666666667,60,0,0.089285714,E
544,7.02,19.3,54.39,1.8,0.165198238,E
544,5.26,19.3,61.4,7,0.101626016,D
27,5.64,0,0.85,0,1.9175,A
116.6666667,0,0,26.66666667,0,4.826,C
6.666666667,0,3.333333333,6.666666667,3.333333333,4.826,B
195,5.5,2.5,29.5,1.5,0,C
223.4636872,8.379888268,1.675977654,30.16759777,0,0.580985915,C
78,4.65,0,12.4,3.1,0.598591549,A
200,0,0,45.71,0,0,D
400,0,0,80,0,0,D
19,0,0,1.92,0,2.857142857,B
214,18.75,6.25,0,0,0.12,C
179,20.54,4.02,0,0,0,B
366.6666667,66.66666667,0,10,3.333333333,2.389380531,A
70,3.1,0,12.4,4.7,1.6125,A
0,0,0,0,0,1.416666667,B
20.83333333,0,0,12.5,0,0.12195122,B
50,0.42,0,12.08,0,0.126849894,B
800,0,13.33333333,0,0,0.158562368,E
701,6.800000191,64,7.300000191,11,1.25,C
348,16,11,22,0,2.08534,D
695,10.6,65,8,0,0.7,D
900,0,0,0,0,2.5,C
698,6.8,64,10,11,1.517857143,D
18.86792453,1.886792453,0,2.830188679,0,0,A
17,1.67,0,2.5,0.8,8.1675,A
500,0,0,100,0,2.41,D
89.28571429,0,0,25,0,0,C
464.2857143,14.28571429,0,57.14285714,7.142857143,0,C
464.2857143,14.28571429,0,57.14285714,7.142857143,0.845,C
422,13.5,0.9,64.4,0,2.6675,C
321,0,0,92.86,14.3,0,C
321,0,0,92.86,14.3,0,C
343,5.71,0,82.86,8.6,0,C
357,0,0,96.43,10.7,0,C
567,6.67,33.33,53.33,20,3,D
321,0,0,92.9,14.3,0,C
566.6666667,3.333333333,30,56.66666667,20,2.916666667,E
533,6.670000667,26.66999667,63.33,20,2.944444444,D
536,3.57,28.57,57.14,10.7,0,E
321,0,0,92.86,14.3,0.07,C
633,6.67,43.33,43.33,13.3,0,D
600,6.67,36.67,46.67,13.3,0.40894,D
400,3.33,0,93.33,10,0,C
392.8571429,3.571428571,0,96.42857143,14.28571429,0.4825,C
367,0,0,90,13.3,0.505,C
378.7878788,2.525252525,0,93.43434343,12.62626263,0.06096,C
542,4.17,29.17,54.17,20.8,0.791666667,E
393,3.57,0,92.86,10.7,0.958333333,C
393,3.57,0,92.86,10.7,1.075,C
400,3.333333333,0,90,0,1.801675978,D
392.8571,0,0,96.4286,0,0.465,D
367,0,0,90,13.3,0.785,C
393,3.57,0,89.29,10.7,1.5,C
382,2.94,0,91.18,8.8,0.2875,C
375,7.5,0,82.5,10,0.145,C
350,10,0,72.5,20,0.145,C
350,10,0,75,17.5,1.458333333,C
350,5,0,82.5,17.5,0.5625,C
375,7.5,0,80,20,0,C
490.1960784,3.921568627,19.60784314,70.58823529,13.7254902,0,E
375.2759445,2.207505556,0,92.71523335,0,0,D
321,0,0,92.86,14.3,0,C
321,0,0,92.86,14.3,0.100000001,C
321,0,0,92.86,14.3,0.13,C
333,0,0,93.3,13.3,0.3,C
400,0,0,93.33333333,0,0,D
400,0,0,93.33333333,13.33333333,0.1,C
392.8571429,0,0,96.42857143,14.28571429,0.660377358,C
357,0,0,96.43,10.7,0.9375,C
333,0,0,93.33,13.3,12.5,C
400,6.666666667,0,93.33333333,0,1.517857143,D
600,6.666666667,40,46.66666667,0,0.982142857,E
500,3.5714,17.8571,71.4286,0,0.982142857,E
60,0,0,14,0,1.3,C
113.2075472,0,0,26.41509434,0,0.09,C
400,0,0,93.33333333,13.33333333,0.09144,C
40,0,0,9.33333,1.33333,0,B
400,0,0,93.33333333,0,0.3575,D
400,0,0,93.33333333,13.33333333,0.7075,C
392.8571429,3.571428571,0,92.85714286,0,0.0893,D
357,3.57,0,92.9,10.7,1.416666667,C
170,2,11,14,5,0.2075,C
393,0,0,96.43,14.3,2.9475,C
392.8571429,3.571428571,0,96.42857143,14.28571429,0.09144,C
110,1,0,26,5,1.4175,B
367,0,0,90,13.3,1.125,C
367,3.33,0,90,16.7,0.4175,C
393,0,0,96.43,14.3,0,C
393,3.57,0,96.43,14.3,0,C
393,3.57,0,92.86,17.9,0,C
607.1429,7.1429,39.2857,50,17.9,1.405,D
566.67,6.67,33.33,53.33,20,0,D
533.33,6.67,26.67,63.33,20,0,D
567,6.67,30,60,23.3,0,D
567,3.33,30,56.67,20,0,E
607.1428571,7.142857143,39.28571429,50,17.85714286,0,D
393,3.57,0,92.86,10.7,0,C
400,3.33,0,93.33,10,0,C
400,3.33,0,93.33,10,1.94,C
400,3.33,0,93.33,10,1.625,C
400,3,0,93,0,3.25,D
633,6.67,46.67,43.33,13.3,2.625,D
633,6.67,43.33,46.67,13.3,1.5625,D
600,6.67,36.67,53.33,10,0.612745098,D
528,10.2,8.7,57.3,0,0,E
361.7,9,9,9,9,0.09,C
214.2857143,16.07142857,5.357142857,0,0,0.09,B
321,10.71,14.29,0,0,0.09,C
214,16.07,5.36,0,0,0,B
375,12.5,16.07,0,0,0,C
353,4.12,5.88,52.94,1.2,0,D
488,10.8,3.7,55.6,4.4,0,C
460,29.2,16.4,38,2.8,0.3575,D
331,6.570000172,0.49000001,61.79999924,0,0.8325,C
62,3.33,2.08,5,0,0,B
54,3.33,1.25,5,0,1.25,B
37.5,3.3333,0,5.4167,0,0.625,A
71,11.5,0,4.42,0,0,A
71,11.5,0,4.42,0,0,A
200,3.333333333,11.66666667,6.666666667,0,0,D
714.2857143,0,50,0,0,0,D
714.2857143,0,28.57142857,0,0,0,D
97.34513274,10.61946903,2.654867257,4.424778761,0,0,A
97,10.62,2.65,3.54,0,0,A
97,10.62,2.65,3.54,0,0,A
97,10.62,2.65,3.54,0,0,A
71,11.5,0.44,4.42,0,0,A
97,10.62,2.65,3.54,0,0,A
50,3.75,0.62,5.83,0,0,A
54,3.33,1.25,5,0,0,B
62,3.33,2.08,5,0,0,B
38,3.33,0,5.42,0,0,A
540,0,0,0,0,0,C
315,0,0,78.80000305,0,0,D
234,11,0.6,39.2,0,1.25,C
6.666666667,0,0,0,0,0.7197,B
108,20.9,0.9,1.3,0.5,0.2117,A
343,79.4,0.8,2.7,2.4,2.5825,A
526,6.6,17,56,2.8,1.4175,D
0,0,0,0,0,1.25,B
0,0,0,0,0,0,B
0,0,0,0,0,0,B
0,0,0,0,0,0,B
0,0,0,0,0,0,B
537,6,15,57,3.2,0,E
537,5.6,26.4,24.9,0,0.625,D
279.0697674,11.62790698,0,44.18604651,6.976744186,0.6675,B
447,10,4,68,0,0.9575,D
190,1.9,4.1,1.9,0,0.4,C
344,51,0.7,36.9,0,0.7,C
391,0,0,0,0,1.741071429,C
29,0.83,0,5.83,0,1.6525,B
29,0.83,0,5.83,0,1.74,B
62,0.42,0.21,14.17,0.4,1.6525,C
62,0.44,0.22,14.22,0.7,0.795,B
62,0,0.28,14.08,0.6,1.08,C
66,6.4,0.3,7,0,0.42,A
71.11111111,5.555555556,0.222222222,8.222222222,0,0,A
80,4.22,0.33,10.67,1.3,0.125,B
37,25,1,48,0,0.135,C
73.3,5.56,0,12,0.889,0.13541675,A
67,1.11,0,14,1.3,1.04,B
46.7,0.667,0,10.4,0,1.04,B
260,1,0,65,0,0.125,D
230,1,0,55,2,1.607142857,C
53,0.22,0,12.8,0,1.428571429,B
62,0.42,0.21,14.17,0.4,0.907079646,C
67,0.83,0,15.83,0.4,0.995,C
50,0,0,12.5,0,0.995,B
58,0.83,0,14.17,0.8,0.995,B
50,0,0,12.5,0,0.9725,B
29,0.83,0,5.83,0,0.995,B
29,0.83,0,5.83,0,0.365,B
46,0.42,0,10.42,0,0.135,B
33,0,0,8.33,0,0.125,B
53,1.75,0,7.89,0,0.135,B
50,1.75,0,6.8,0,0,B
67,0.83,0,15.83,0.4,0,C
54,0.42,0,12.5,0,0.98,B
54,0.42,0,12.5,0,0,B
240,2,0,58,0,2.25,D
58,0.83,0,14.17,0.8,0.35,B
53,0.5,0,12,0,0.73,B
45,0.28,0,10.42,0,0,B
92,7.08,0.42,11.67,0.8,0,A
375,25,1.79,53.57,7.1,0,C
489,15.56,2.22,48.89,13.3,0,C
411,12.5,2.68,58.93,7.1,0,C
393,7.14,0.89,69.64,8.9,0.68,C
375,8.93,0.89,64.29,8.9,0,C
361,5.56,2.78,69.44,8.3,0,C
389,5.56,5.56,69.44,8.3,1.58,D
47,0,0,12,0,0.1,B
42,0,0,10.89,0,0.2,B
46,0,0,12.08,0,0,B
42,0,0,10.83,0,0.25,B
0,0,0,0,0,0.25,B
571.4285714,0,7.142857143,0,0,0.01,D
0,4.8,10.5,57.4,3.2,0.0075,D
70,2.1,2.8,2.8,2.1,0.01,A
89,4.5,0,15.6,2.3,0.115,A
383,30.4,6.2,24.4,28.7,0.075,C
536,7.14,3.57,60.71,3.6,0.07,C
536,7.14,3.57,60.71,3.6,0,C
536,7.14,3.57,60.71,3.6,0.22,C
500,7.14,8.93,53.57,3.6,0.0175,D
536,7.14,3.57,60.71,3.6,0,C
500,7.14,3.57,60.71,3.6,0.25,C
536,7.14,3.57,60.71,3.6,0.075,C
536,7.14,3.57,60.71,3.6,0.22,C
536,7.14,3.57,60.71,3.6,0.01,C
536,7.14,3.57,60.71,3.6,0.015,C
536,7.14,3.57,60.71,3.6,0.015625,C
343,4,5,59.7,0,0.01,D
92.59259259,0,0,66.66666667,0,0.01,D
157,0,0,66.67,0,0.25,D
157,0,0,66.67,0,0.25,D
157.4074074,0,0,66.66666667,0,0,D
157,0,0,66.67,0,0.0375,D
217.3913043,0,0,95.2173913,0,0.3025,D
226,0,0,95.22,0,0.3025,D
226,0,0,95.22,0,0.015,D
500,3.3,16.6,73.3,3.3,0.01,E
344,79.2,0.9,3,1.8,0.01,A
34,0,0,8.600000381,0,0.3,B
188,13.2,0.6,23.2,2,0.01,B
112,23.7,0.22,2.6,0.36,0.003,A
466.6666667,13.33333333,3.333333333,63.33333333,0,0.015,D
1405,3,1,20,0,0.25,D
466.6666667,13.33333333,3.333333333,63.33333333,0,0.67,D
535,5.9,13.5,0,2.4,0.36,C
467,10,3.33,66.67,6.7,0.76,C
441.8604651,4.651162791,6.976744186,76.74418605,2.325581395,0.47,D
500,6.25,12.5,65.62,3.1,0.9375,E
433,3.33,8.33,66.67,3.3,0.4525,D
303,9.09,0,54.55,3,0.555,C
466.6666667,6.666666667,11.66666667,70,3.333333333,0.0025,D
529,5.88,11.76,64.71,2.9,0.0025,E
467,10,3.33,66.67,3.3,0,C
466.6666667,10,3.333333333,66.66666667,3.333333333,0,C
279,9.3,1.16,51.16,4.7,0,C
266.6666667,8.888888889,0,51.11111111,2.222222222,0,C
500,7.14,10.71,67.86,3.6,0.42926,D
228,12.28,0.88,45.61,8.8,0,B
467,3.33,11.67,63.33,0,0,E
316,7.89,0,55.26,2.6,0.2,C
467,6.67,1.67,66.67,3.3,2.545,C
520,4,12,68,4,2.545,E
246,8.77,0,47.37,3.5,1.6075,C
452,6.45,9.68,67.74,3.2,2.3225,D
357,14.29,1.43,68.57,1.4,1.34,C
357,12.86,1.43,70,2.9,1.0725,C
357,12.86,0.71,70,1.4,1.25,C
357,14.29,0.71,70,2.9,1.6075,C
500,3.85,15.38,61.54,3.8,2.545,E
467,10,3.33,63.33,6.7,1.785,C
500,3.85,15.38,61.54,0,2.01,E
378,13.51,0,70.27,5.4,0.2,C
250,9.38,0,46.88,0,0,C
140,3,1,20,1,0,C
455,9.09,0,63.64,0,0,C
455,9.09,0,63.64,0,0,C
320,8,0,56,4,0,C
466.6667,13.3333,3.3333,63.3333,3.3,0,C
467,10,3.33,66.67,3.3,0,C
467,3.33,8.33,66.67,0,0,E
277.7778,11.1111,0,50,2.7778,0,C
462,7.69,0,69.23,7.7,0.35,C
303.03,9.09,0,54.55,3,0,C
524,4.76,11.9,66.7,4.76,2.1,E
529,5.88,11.76,64.71,2.9,0,E
467,6.67,11.67,70,3.3,0,D
294.1176471,8.823529412,0,52.94117647,2.941176471,0,C
280,10,1,50,2,2.166666667,C
279,9.3,0,51.16,2.3,0.6,C
467,3.33,3.33,70,3.3,1.6675,D
279,11.63,1.16,51.16,2.3,0.872093023,C
467,10,3.33,66.67,3.3,0.5075,C
433,6.67,1.67,76.67,6.7,0.7925,C
433,6.67,1.67,76.67,6.7,0.91,C
466.6666667,10,3.333333333,66.66666667,3.3,0.75,C
467,3.33,3.33,70,3.3,0.44,D
467,13.33,3.33,63.33,3.3,2,C
308,11.54,0,57.69,3.8,2.083333333,C
357,14.29,1.43,68.57,1.4,0.9875,C
467,10,3.33,66.67,3.3,1.055555556,C
467,10,3.33,63.33,6.7,0.625,C
520,4,16,64,4,0.92,E
433,6.67,6.67,66.67,10,0.6675,D
433,3.33,6.67,70,3.3,0.8875,D
500,3.85,15.38,61.54,3.8,2.3325,E
467,10,0,63.33,3.3,0.5,C
433,10,3.33,66.67,3.3,1.4025,C
467,13.33,3.33,66.67,3.3,0.725,C
422,8.89,1.11,64.44,11.1,1.6425,C
422,8.89,1.11,64.44,11.1,1.75,C
444,11.11,2.22,57.78,11.1,1.6775,C
444,11.11,2.22,57.78,11.1,1.8925,C
444,11.11,2.22,57.78,11.1,0.385,C
518,5.7,15.8,0,3,2,C
260,8,0,52,2,0.4325,C
278,11.11,0,50,2.8,3.5125,C
500,3.85,11.54,69.23,0,1.40625,E
484,3.23,11.29,70.97,0,0.6,E
467,10,3.333333333,66.66666667,3.333333333,2.16,C
466.6666667,10,1.666666667,70,3.333333333,1.9325,C
467,13.3333,3.3333,66.6667,3.3,0.85,C
500,3.85,13.46,65.38,3.8,2.16666675,E
500,7.69,13.46,65.38,0,2,E
273,9.09,1.14,47.73,2.3,0.7075,C
467,10,1.67,70,3.3,0.90277775,C
419,6.45,8.06,67.74,3.2,1.635,D
452,6.45,9.68,61.29,0,0.9236,E
467,6.67,3.33,73.33,3.3,0.476,C
467,6.67,3.33,76.67,6.7,0.44,C
467,6.67,1.67,70,3.3,0.7925,C
467,6.67,1.67,66.67,3.3,0.882352941,C
467,6.67,1.67,66.67,3.3,1.05,C
467,6.67,1.67,66.67,3.3,2.035,C
467,6.67,1.67,70,3.3,1.1675,C
464,10.71,3.57,67.86,3.6,1.57,C
500,4.17,12.5,66.67,4.2,2.0825,E
471,5.88,5.88,76.47,2.9,1.6675,D
294,8.82,0,52.94,2.9,1.4175,C
484,6.45,9.68,61.29,3.2,2.083333333,D
500,3.85,15.38,61.54,3.8,1.1675,E
538,3.85,15.38,69.23,3.8,2.25,E
458,12.5,4.17,66.67,4.2,0.9125,C
262,10,1.25,50,2.5,1.6425,C
500,3.33,11.67,63.33,0,1.9175,E
473.6842105,10.52631579,3.50877193,66.66666667,3.50877193,2,C
467,10,3.33,66.67,3.3,0.4,C
467,10,3.33,66.67,3.3,1.125,C
433,10,3.33,76.67,3.3,0.7075,C
433,6.67,3.33,76.67,6.7,0.3375,C
467,10,3.33,66.67,6.7,2.5825,C
400,10,0,76.67,6.7,2.5825,C
480,4,16,60,4,1.9175,E
520,4,16,64,4,0.945,E
486.7256637,4.424778761,11.0619469,61.94690265,4.8,0.945,E
433,10,3.33,70,3.3,0.8325,C
140,4,1,20,3.3,0.945,B
467,10,3.33,63.33,3.3,0.945,C
467,10,1.67,63.33,3.3,0.6,C
464.2857143,10.71428571,3.571428571,67.85714286,0,1.05,D
253.5211268,12.67605634,1.408450704,46.47887324,2.816901408,1.18,C
268,12.68,0.7,45.07,4.2,0.8175,C
268,12.68,0.7,46.48,2.8,0.9275,C
279,13.95,1.16,46.51,9.3,2.083333333,C
233,13.95,0,44.19,7,2.166666667,B
433,10,3.33,70,3.3,2.16666675,C
256,11.63,0,48.84,7,0.77,C
467,6.67,3.33,73.33,3.3,0.72,C
428.5714286,10.71428571,0,78.57142857,3.571428571,1.4775,C
470.5882,11.7647,3.9216,66.6667,0,1.75,D
467,13.33,3.33,66.67,3.3,0.685,C
471,11.76,3.92,66.67,7.8,0.725,C
280,10,0,50,0,1.1675,C
400,10,0,76.67,6.7,1.25,C
467,10,3.33,66.67,3.3,1.75,C
467,10,3.33,66.67,3.3,2.25,C
461.5384615,7.692307692,0,69.23076923,3.846153846,2.3325,C
390,8,0.5,17,1,2.1675,B
464,10.7,3.57,67.9,3.57,2,C
267,6.67,0,55.56,6.7,2.1425,C
461.5384615,11.53846154,3.846153846,65.38461538,3.846153846,0.52,C
289,8.89,0,55.56,6.7,0.7725,C
461.5384615,11.53846154,1.923076923,65.38461538,3.846153846,1.1025,C
476.1905,14.2857,2.381,66.6667,0,0.625,D
476.1905,14.2857,2.381,66.6667,4.8,0.3375,C
466.67,10,3.33,66.67,6.7,0.385,C
500,3.85,15.38,61.54,0,1.875,E
464.2857143,7.142857143,14.28571429,60.71428571,3.571428571,1.03,D
433,6.67,3.33,76.67,6.7,0.7075,C
297,10.81,0,48.65,2.7,2.105263158,C
500,3.57,14.29,67.86,3.57,2.0825,E
500,7.14,14.29,67.86,0,2.0825,E
476,9.52,2.38,66.67,4.8,2.4175,C
433.3333333,10,3.333333333,70,0,2,D
523.8095238,4.761904762,11.9047619,66.66666667,1,2.3325,E
100,1,2.5,14,0,2.1675,C
125,2,3,18,0,0.85,C
461.5384615,7.692307692,11.53846154,69.23076923,3.846153846,0.3,D
467,10,3.33,66.67,6.7,0.442477876,C
500,3.57,14.29,67.86,0,2.25,E
254.5455,5.4545,1.8182,36.3636,0,0.6,C
433,6.67,0,73.33,10,2.75,C
259,11.11,0,46.3,7.4,1.9175,C
259,9.26,0,50,3.7,2.142857143,C
467,10,3.33,66.67,3.3,1.021126761,C
462,11.54,3.85,65.38,3.8,1.1275,C
462,11.54,3.85,65.38,3.8,1.0925,C
268,12.68,0.7,46.48,2.8,0.93,C
500,5.56,13.89,66.67,0,0.815,E
294,11.76,0.98,50.98,2,2.25,C
458,12.5,4.17,66.67,4.2,0.5525,C
500,3.57,14.29,67.86,0,1.1675,E
452,6.45,8.06,67.74,0,2.321428571,E
529.4117647,5.882352941,11.76470588,64.70588235,2.941176471,1.96078425,E
266.6667,11.1111,1.1111,46.6667,7.7,1.9175,C
500,3.85,15.38,61.54,3.8,1.96,E
500,3.85,15.38,61.54,3.8,0,E
470.59,5.88,11.76,61.76,2.94,2.1675,D
281,9.38,0,53.12,3.1,1.8325,C
476.19,9.52,4.76,66.67,4.8,1.8325,C
476,9.52,4.76,66.67,4.8,2.115384615,C
467,13.33,3.33,66.67,3.3,5.08,C
433,10,3.33,70,3.3,2.14,C
467,13.33,3.33,66.67,3.3,1,C
433,10,3.33,70,3.3,2.115384615,C
536,7.14,16.07,64.29,3.6,0.89,D
467,10,3.33,66.67,3.3,2.115384615,C
481.4814815,3.703703704,16.66666667,59.25925926,3.703703704,2.0238095,E
481.4814815,3.703703704,16.66666667,59.25925926,3.703703704,2.0238095,E
500,5.56,13.89,66.67,0,2.032,E
466.6666667,13.33333333,3.333333333,63.33333333,3.333333333,0.385,C
517,6.9,13.79,65.52,3.4,0.357142857,D
267.1111,8.8889,1.1111,53.3333,2.2,2,C
467,10,3.33,66.67,3.3,1.0125,C
462,11.54,3.85,65.38,3.8,1.1793,C
462,11.54,7.69,65.38,3.8,1.0725,D
467,10,3.33,66.67,3.3,2.025,C
467,13.33,3.33,66.67,3.3,0.216666667,C
406.25,3.125,7.8125,68.75,0,0.476190476,E
466.67,10,3.33,66.67,3.33,0.04,C
500,3.85,15.38,61.54,3.8,0.2,E
406.25,3.125,7.8125,68.75,0,0.769230769,E
476,9.52,4.76,66.67,4.8,2,C
476,9.52,4.76,66.67,4.8,1.205,C
278,8.33,1.39,50,2.8,1.13636375,C
535.7142857,3.571428571,17.85714286,64.28571429,0,1.9175,E
535.71,3.57,17.86,64.29,0,1.1575,E
288.89,13.33,0,48.89,2.2,1.065,C
269.2307692,11.53846154,0.961538462,46.15384615,7.7,1.8325,C
467,6.67,3.33,76.67,6.7,1.8275,C
461.5384615,11.53846154,1.923076923,65.38461538,3.846153846,1.8275,C
433,6.67,0,73.33,10,1.0925,C
433,6.67,0,73.33,10,0.3475,C
433,6.67,0,73.33,10,1.1275,C
433,6.67,0,73.33,10,1.77,C
500,10,5,70,0,1.0725,D
466.6667,10,1.6667,66.6667,3.3,1.0075,C
466.6666667,6.666666667,0,70,0,0.441176471,D
269,11.54,0.96,48.08,5.8,1,C
476,9.52,4.76,66.67,4.8,0.3908,C
464,10.7,3.57,67.9,3.57,0.3375,C
265.625,14.0625,0.78125,45.3125,1.5625,0.9712,C
457.1428571,11.42857143,10,68.57142857,0,1.015,E
457.1428571,11.42857143,4.285714286,68.57142857,2.857142857,1.9352,C
500,3.5714,14.2857,71.4286,0,1.905,E
500,3.846153846,15.38461538,61.53846154,0,2,E
500,3.8462,15.3846,61.5385,0,2.25,E
110,3,0,22,1,2.0825,C
379,6.9,0,75.9,3.45,2.25,C
423,7.69,0,73.08,7.7,0.4025,C
433.3333,10,3.3333,66.6667,3.3,2.0825,C
461.5384615,7.692307692,11.53846154,69.23076923,3.846153846,0.324074074,D
523.8095238,4.761904762,11.9047619,66.66666667,4.8,0.324074074,E
170,6,1,33,0,0.3475,C
466.6666667,13.33333333,3.333333333,66.66666667,0,2.166666667,D
500,3.571428571,14.28571429,67.85714286,0,0.56,E
461.5384615,11.53846154,3.846153846,69.23076923,0,1.16666675,D
461.5384615,15.38461538,3.846153846,65.38461538,3.846153846,1.8325,C
461.5384615,11.53846154,1.923076923,65.38461538,3.846153846,1.8275,C
461.5384615,11.53846154,1.923076923,69.23076923,0,1.8275,D
433,10,3.33,70,3.3,2.0825,C
466.6667,10,3.3333,66.6667,0,2,D
461.5384615,7.692307692,11.53846154,69.23076923,3.846153846,0.546875,D
476.1905,4.7619,0,71.4286,0,1.8627,D
476.1904762,4.761904762,9.523809524,71.42857143,0,0.3375,E
288.8888889,11.11111111,0,53.33333333,0,0.5078125,C
466.6667,10,3.3333,66.6667,3.3333,1.905,C
500,3.846153846,15.38461538,61.53846154,3.846153846,1.905,E
289.4737,13.1579,0,52.6316,0,1.11,C
400,10,3.333333333,56.66666667,3.333333333,1.696428571,C
466.6666667,10,3.333333333,70,3.333333333,1.3607,C
289.4736842,13.15789474,0,50,0,1.1853,C
46.42857143,10.71428571,3.571428571,67.85714286,3.571428571,0.673076923,C
571.4285714,7.142857143,16.07142857,67.85714286,0,0.875,E
466.6666667,10,3.333333333,66.66666667,0,2.115384615,D
466.6666667,10,3.333333333,66.66666667,0,1.9175,D
302.3255814,13.95348837,1.162790698,44.18604651,6.976744186,1.5,C
467,10,3.33,66.7,0,1.9175,D
466.6666667,13.33333333,3.333333333,63.33333333,3.333333333,1.9175,C
500,10,5,60,3.333333333,2,D
500,10,5,60,3.333333333,2.16666675,D
466.6666667,10,3.333333333,66.66666667,3.333333333,2.083333333,C
466.6666667,10,3.333333333,66.66666667,3.333333333,0.65,C
466.6666667,13.33333333,3.333333333,63.33333333,3.333333333,1.905,C
500,3.846153846,15.38461538,61.53846154,0,2.14,E
466.6666667,10,3.333333333,66.66666667,3.333333333,1.09375,C
466.6666667,10,3.333333333,66.66666667,3.333333333,2.071428571,C
297,10.9,2.34,53.1,3.12,2.071428571,C
466.6666667,10,3.333333333,66.66666667,0,1.4285715,D
500,10,5,60,3.333333333,0.384615385,D
288.8888889,13.33333333,2.222222222,48.88888889,2.222222222,0.48076925,C
